,Nome,Sobrenome,Data de Nascimento,Loja,Produto,Data,Quantidade Vendida,Preco,Faturamento,Mes_Vendas,Mes_Vendas_Num
1038,Tayna,Coimbra,24/02/1990,Sao Paulo,Sapato,2018-08-11,144,190,27360,Agosto,8
805,Izabel,Milagre,05/09/1988,Sao Paulo,Vestido,2018-08-22,73,150,10950,Agosto,8
846,Paloma,Farias,23/09/1988,Porto Alegre,Camiseta,2018-08-29,28,110,3080,Agosto,8
892,Iago,Bensdorp,04/10/1985,Brasilia,Chinelo,2018-08-09,12,250,3000,Agosto,8
646,Iago,Bensdorp,11/09/1985,Curitiba,Pulseira,2018-08-07,121,250,30250,Agosto,8
518,Jucelia,Bailly,04/07/1986,Fortaleza,Vestido,2018-08-06,90,150,13500,Agosto,8
517,Tayna,Coimbra,22/08/1990,Porto Alegre,Vestido,2018-08-06,124,200,24800,Agosto,8
847,Emanuella,Fialho,04/07/1991,Fortaleza,Saia,2018-08-29,11,230,2530,Agosto,8
27,Izabel,Milagre,29/09/1993,Salvador,Vestido,2018-08-01,120,150,18000,Agosto,8
26,Paloma,Farias,09/10/1987,Curitiba,Sandalia,2018-08-01,107,190,20330,Agosto,8
224,Elizeu,Barros,13/10/1989,Sao Paulo,Casaco,2018-08-03,45,25,1125,Agosto,8
223,Jucelia,Bailly,01/10/1989,Brasilia,Casaco,2018-08-03,61,75,4575,Agosto,8
368,Eduarda,Figueiredo,17/03/1991,Sao Paulo,Casaco,2018-08-04,122,30,3660,Agosto,8
365,Breno,Amaral,10/12/1988,Curitiba,Tenis,2018-08-04,39,150,5850,Agosto,8
364,Jucelia,Bailly,11/03/1985,Curitiba,Saia,2018-08-04,123,55,6765,Agosto,8
363,Andrew,Carvalhal,12/09/1991,Porto Alegre,Casaco,2018-08-04,60,190,11400,Agosto,8
366,Andrew,Carvalhal,29/04/1990,Rio de Janeiro,Vestido,2018-08-04,36,150,5400,Agosto,8
367,Jucelia,Bailly,08/11/1986,Rio de Janeiro,Casaco,2018-08-04,129,30,3870,Agosto,8
817,Joyce,Ribas,15/07/1989,Brasilia,Sandalia,2018-08-25,120,190,22800,Agosto,8
816,Joyce,Ribas,22/11/1991,Brasilia,Vestido,2018-08-25,121,300,36300,Agosto,8
820,Maryanna,Correa,18/08/1992,Rio de Janeiro,Sapato,2018-08-25,128,75,9600,Agosto,8
821,Andrew,Carvalhal,26/09/1991,Brasilia,Camiseta,2018-08-25,99,85,8415,Agosto,8
822,Paloma,Farias,25/09/1989,Sao Paulo,Saia,2018-08-25,73,85,6205,Agosto,8
823,Elizeu,Barros,13/07/1993,Salvador,Casaco,2018-08-25,24,200,4800,Agosto,8
818,Eduarda,Figueiredo,04/02/1992,Fortaleza,Bermuda,2018-08-25,94,200,18800,Agosto,8
890,Breno,Amaral,19/04/1991,Porto Alegre,Vestido,2018-08-09,58,150,8700,Agosto,8
819,Paloma,Farias,05/01/1993,Salvador,Sapato,2018-08-25,75,230,17250,Agosto,8
520,Tayna,Coimbra,12/06/1993,Fortaleza,Camiseta,2018-08-06,19,55,1045,Agosto,8
647,Emanuella,Fialho,01/01/1989,Curitiba,Sapato,2018-08-07,78,150,11700,Agosto,8
648,Jucelia,Bailly,19/07/1990,Curitiba,Sandalia,2018-08-07,42,190,7980,Agosto,8
649,Iago,Bensdorp,30/09/1993,Salvador,Bermuda,2018-08-07,148,30,4440,Agosto,8
650,Patricia,Camara,08/07/1985,Curitiba,Pulseira,2018-08-07,32,85,2720,Agosto,8
652,Andrew,Carvalhal,08/08/1991,Rio de Janeiro,Vestido,2018-08-07,6,250,1500,Agosto,8
25,Jucelia,Bailly,19/08/1992,Curitiba,Vestido,2018-08-01,127,230,29210,Agosto,8
810,Tayna,Coimbra,25/04/1986,Porto Alegre,Vestido,2018-08-24,93,300,27900,Agosto,8
813,Patricia,Camara,25/03/1990,Brasilia,Camiseta,2018-08-24,121,30,3630,Agosto,8
814,Tayna,Coimbra,12/03/1992,Brasilia,Short,2018-08-24,20,110,2200,Agosto,8
811,Izabel,Milagre,25/01/1985,Fortaleza,Vestido,2018-08-24,78,190,14820,Agosto,8
815,Eduarda,Figueiredo,03/04/1990,Brasilia,Vestido,2018-08-24,41,30,1230,Agosto,8
845,Paloma,Farias,12/01/1989,Porto Alegre,Pulseira,2018-08-29,92,75,6900,Agosto,8
848,Juliane,Felipi,16/02/1987,Brasilia,Pulseira,2018-08-29,46,25,1150,Agosto,8
842,Elizeu,Barros,16/05/1992,Curitiba,Jaqueta,2018-08-29,150,300,45000,Agosto,8
843,Iago,Bensdorp,03/02/1992,Porto Alegre,Camiseta,2018-08-29,122,300,36600,Agosto,8
844,Patricia,Camara,18/06/1989,Porto Alegre,Vestido,2018-08-29,123,75,9225,Agosto,8
28,Patricia,Camara,10/09/1987,Fortaleza,Sapato,2018-08-01,125,30,3750,Agosto,8
653,Maryanna,Correa,29/12/1986,Rio de Janeiro,Vestido,2018-08-07,8,75,600,Agosto,8
651,Andrew,Carvalhal,26/07/1992,Curitiba,Casaco,2018-08-07,62,25,1550,Agosto,8
519,Joyce,Ribas,25/10/1993,Rio de Janeiro,Vestido,2018-08-06,11,200,2200,Agosto,8
1039,Elizeu,Barros,28/10/1991,Salvador,Vestido,2018-08-11,70,230,16100,Agosto,8
812,Joyce,Ribas,04/06/1987,Salvador,Short,2018-08-24,77,190,14630,Agosto,8
852,Jucelia,Bailly,20/06/1987,Fortaleza,Sapato,2018-08-30,83,55,4565,Agosto,8
858,Eduarda,Figueiredo,24/09/1989,Curitiba,Chinelo,2018-08-31,104,55,5720,Agosto,8
857,Izabel,Milagre,24/07/1985,Porto Alegre,Sapato,2018-08-31,137,110,15070,Agosto,8
856,Iago,Bensdorp,14/07/1993,Fortaleza,Saia,2018-08-31,71,250,17750,Agosto,8
855,Eduarda,Figueiredo,23/09/1992,Rio de Janeiro,Bermuda,2018-08-31,81,300,24300,Agosto,8
789,Elizeu,Barros,04/07/1987,Salvador,Camiseta,2018-08-19,144,230,33120,Agosto,8
790,Iago,Bensdorp,03/10/1992,Brasilia,Sandalia,2018-08-19,101,200,20200,Agosto,8
783,Joyce,Ribas,13/06/1988,Curitiba,Casaco,2018-08-17,47,190,8930,Agosto,8
849,Andrew,Carvalhal,27/11/1988,Porto Alegre,Saia,2018-08-30,75,200,15000,Agosto,8
791,Patricia,Camara,20/03/1985,Curitiba,Vestido,2018-08-19,60,200,12000,Agosto,8
794,Jucelia,Bailly,19/04/1988,Brasilia,Sapato,2018-08-19,38,75,2850,Agosto,8
795,Elizeu,Barros,03/12/1988,Curitiba,Sapato,2018-08-19,19,85,1615,Agosto,8
800,Elizeu,Barros,26/05/1987,Sao Paulo,Vestido,2018-08-21,83,230,19090,Agosto,8
784,Andrew,Carvalhal,11/01/1993,Salvador,Saia,2018-08-17,11,200,2200,Agosto,8
785,Joyce,Ribas,02/07/1989,Salvador,Camiseta,2018-08-17,18,25,450,Agosto,8
782,Andrew,Carvalhal,06/01/1987,Porto Alegre,Vestido,2018-08-16,46,110,5060,Agosto,8
859,Juliane,Felipi,26/04/1993,Rio de Janeiro,Vestido,2018-08-31,32,25,800,Agosto,8
781,Patricia,Camara,16/11/1987,Salvador,Saia,2018-08-16,23,300,6900,Agosto,8
787,Patricia,Camara,23/07/1985,Porto Alegre,Saia,2018-08-18,104,30,3120,Agosto,8
786,Eduarda,Figueiredo,22/11/1992,Fortaleza,Vestido,2018-08-18,87,55,4785,Agosto,8
772,Joyce,Ribas,27/02/1986,Sao Paulo,Vestido,2018-08-13,21,75,1575,Agosto,8
771,Jucelia,Bailly,19/01/1985,Sao Paulo,Bermuda,2018-08-13,35,55,1925,Agosto,8
770,Joyce,Ribas,17/12/1986,Brasilia,Chinelo,2018-08-13,26,75,1950,Agosto,8
769,Elizeu,Barros,05/04/1993,Porto Alegre,Casaco,2018-08-13,100,110,11000,Agosto,8
768,Paloma,Farias,26/05/1991,Curitiba,Sapato,2018-08-13,95,300,28500,Agosto,8
804,Breno,Amaral,17/02/1988,Porto Alegre,Sapato,2018-08-21,26,55,1430,Agosto,8
803,Andrew,Carvalhal,23/01/1988,Sao Paulo,Sapato,2018-08-21,66,25,1650,Agosto,8
802,Eduarda,Figueiredo,05/12/1990,Curitiba,Chinelo,2018-08-21,148,25,3700,Agosto,8
801,Iago,Bensdorp,07/01/1987,Salvador,Sandalia,2018-08-21,96,150,14400,Agosto,8
778,Elizeu,Barros,21/11/1987,Sao Paulo,Sapato,2018-08-15,57,150,8550,Agosto,8
779,Iago,Bensdorp,26/06/1991,Porto Alegre,Camiseta,2018-08-15,64,85,5440,Agosto,8
777,Izabel,Milagre,31/03/1992,Porto Alegre,Sapato,2018-08-15,133,230,30590,Agosto,8
776,Juliane,Felipi,07/09/1990,Curitiba,Sapato,2018-08-15,150,250,37500,Agosto,8
792,Joyce,Ribas,02/04/1985,Fortaleza,Saia,2018-08-19,93,75,6975,Agosto,8
793,Andrew,Carvalhal,24/11/1986,Rio de Janeiro,Camiseta,2018-08-19,73,55,4015,Agosto,8
788,Jucelia,Bailly,30/04/1992,Porto Alegre,Sapato,2018-08-18,28,30,840,Agosto,8
780,NatÃ¡lia,Huon,20/12/1990,Sao Paulo,Casaco,2018-08-16,101,200,20200,Agosto,8
799,NatÃ¡lia,Huon,06/11/1989,Sao Paulo,Sandalia,2018-08-21,85,300,25500,Agosto,8
774,Joyce,Ribas,20/04/1989,Curitiba,Vestido,2018-08-14,130,85,11050,Agosto,8
775,Iago,Bensdorp,16/09/1991,Fortaleza,Sandalia,2018-08-14,73,110,8030,Agosto,8
773,Joyce,Ribas,03/11/1988,Sao Paulo,Chinelo,2018-08-14,109,150,16350,Agosto,8
797,Paloma,Farias,07/10/1991,Rio de Janeiro,Chinelo,2018-08-20,33,230,7590,Agosto,8
853,Tayna,Coimbra,30/03/1993,Sao Paulo,Camiseta,2018-08-30,38,55,2090,Agosto,8
798,Joyce,Ribas,09/03/1992,Sao Paulo,Sandalia,2018-08-20,44,55,2420,Agosto,8
796,Elizeu,Barros,29/06/1992,Salvador,Vestido,2018-08-20,72,230,16560,Agosto,8
854,Paloma,Farias,29/05/1987,Porto Alegre,Vestido,2018-08-30,16,85,1360,Agosto,8
850,Elizeu,Barros,27/06/1985,Curitiba,Vestido,2018-08-30,50,250,12500,Agosto,8
851,Joyce,Ribas,02/11/1992,Fortaleza,Sapato,2018-08-30,89,110,9790,Agosto,8
369,Patricia,Camara,18/04/1985,Brasilia,Vestido,2018-09-04,118,55,6490,Setembro,9
374,Patricia,Camara,07/05/1988,Porto Alegre,Short,2018-09-04,8,190,1520,Setembro,9
372,Andrew,Carvalhal,04/09/1991,Porto Alegre,Vestido,2018-09-04,43,110,4730,Setembro,9
981,Eduarda,Figueiredo,01/12/1987,Porto Alegre,Sandalia,2018-09-27,113,30,3390,Setembro,9
655,Iago,Bensdorp,25/10/1990,Brasilia,Tenis,2018-09-07,127,25,3175,Setembro,9
922,Joyce,Ribas,28/02/1990,Porto Alegre,Casaco,2018-09-15,135,190,25650,Setembro,9
978,Elizeu,Barros,19/05/1990,Curitiba,Short,2018-09-27,146,85,12410,Setembro,9
979,Iago,Bensdorp,21/03/1993,Fortaleza,Vestido,2018-09-27,63,150,9450,Setembro,9
656,Tayna,Coimbra,10/04/1987,Rio de Janeiro,Saia,2018-09-07,45,55,2475,Setembro,9
654,Izabel,Milagre,29/05/1990,Fortaleza,Tenis,2018-09-07,99,300,29700,Setembro,9
373,Maryanna,Correa,05/04/1990,Brasilia,Vestido,2018-09-04,24,85,2040,Setembro,9
929,Tayna,Coimbra,24/09/1992,Fortaleza,Sandalia,2018-09-15,10,190,1900,Setembro,9
1046,Breno,Amaral,03/11/1991,Sao Paulo,Tenis,2018-09-11,46,55,2530,Setembro,9
370,Patricia,Camara,02/10/1990,Porto Alegre,Vestido,2018-09-04,79,75,5925,Setembro,9
895,Joyce,Ribas,15/09/1987,Fortaleza,Chinelo,2018-09-09,39,300,11700,Setembro,9
371,Maryanna,Correa,08/01/1985,Porto Alegre,Casaco,2018-09-04,28,190,5320,Setembro,9
225,Elizeu,Barros,07/09/1989,Salvador,Sapato,2018-09-03,118,190,22420,Setembro,9
118,Iago,Bensdorp,09/02/1985,Sao Paulo,Casaco,2018-09-02,80,85,6800,Setembro,9
31,Iago,Bensdorp,06/04/1990,Rio de Janeiro,Vestido,2018-09-01,5,30,150,Setembro,9
30,Andrew,Carvalhal,20/12/1993,Salvador,Camiseta,2018-09-01,58,30,1740,Setembro,9
29,Izabel,Milagre,21/12/1990,Brasilia,Casaco,2018-09-01,62,30,1860,Setembro,9
923,NatÃ¡lia,Huon,25/04/1992,Salvador,Sandalia,2018-09-15,104,230,23920,Setembro,9
913,Paloma,Farias,08/10/1992,Sao Paulo,Sapato,2018-09-13,127,230,29210,Setembro,9
914,Tayna,Coimbra,07/08/1992,Fortaleza,Vestido,2018-09-13,131,200,26200,Setembro,9
915,Maryanna,Correa,24/03/1985,Brasilia,Casaco,2018-09-13,46,250,11500,Setembro,9
928,Breno,Amaral,19/12/1991,Curitiba,Vestido,2018-09-15,44,55,2420,Setembro,9
971,Tayna,Coimbra,21/01/1993,Sao Paulo,Sapato,2018-09-25,145,150,21750,Setembro,9
974,Elizeu,Barros,06/02/1985,Curitiba,Casaco,2018-09-25,132,75,9900,Setembro,9
973,Maryanna,Correa,23/08/1990,Rio de Janeiro,Pulseira,2018-09-25,76,190,14440,Setembro,9
1045,Joyce,Ribas,10/03/1990,Porto Alegre,Casaco,2018-09-11,34,200,6800,Setembro,9
1044,Izabel,Milagre,08/10/1991,Curitiba,Vestido,2018-09-11,100,110,11000,Setembro,9
896,Maryanna,Correa,24/07/1988,Curitiba,Saia,2018-09-09,16,200,3200,Setembro,9
897,Tayna,Coimbra,17/12/1988,Rio de Janeiro,Vestido,2018-09-09,38,55,2090,Setembro,9
946,Elizeu,Barros,08/08/1985,Salvador,Casaco,2018-09-20,111,200,22200,Setembro,9
1043,Joyce,Ribas,17/03/1988,Sao Paulo,Camiseta,2018-09-11,137,110,15070,Setembro,9
1175,Paloma,Farias,24/08/1990,Rio de Janeiro,Saia,2018-09-12,40,30,1200,Setembro,9
1177,Juliane,Felipi,14/07/1993,Brasilia,Short,2018-09-12,4,25,100,Setembro,9
1176,Jucelia,Bailly,13/12/1988,Sao Paulo,Saia,2018-09-12,5,25,125,Setembro,9
947,Andrew,Carvalhal,27/12/1985,Rio de Janeiro,Casaco,2018-09-20,94,150,14100,Setembro,9
948,Elizeu,Barros,24/01/1993,Porto Alegre,Sapato,2018-09-20,31,110,3410,Setembro,9
949,Tayna,Coimbra,09/09/1985,Salvador,Vestido,2018-09-20,16,55,880,Setembro,9
917,Emanuella,Fialho,26/08/1990,Fortaleza,Sapato,2018-09-13,10,25,250,Setembro,9
972,Paloma,Farias,26/10/1985,Salvador,Sapato,2018-09-25,113,150,16950,Setembro,9
918,Tayna,Coimbra,30/04/1989,Curitiba,Chinelo,2018-09-14,147,190,27930,Setembro,9
939,Paloma,Farias,27/05/1986,Brasilia,Sapato,2018-09-19,135,230,31050,Setembro,9
940,Patricia,Camara,02/03/1993,Sao Paulo,Camiseta,2018-09-19,96,110,10560,Setembro,9
982,Patricia,Camara,09/08/1990,Curitiba,Vestido,2018-09-27,27,30,810,Setembro,9
980,Andrew,Carvalhal,26/02/1985,Rio de Janeiro,Sapato,2018-09-27,92,55,5060,Setembro,9
977,Maryanna,Correa,24/04/1985,Curitiba,Camiseta,2018-09-25,11,85,935,Setembro,9
976,Joyce,Ribas,18/05/1990,Fortaleza,Sapato,2018-09-25,133,25,3325,Setembro,9
975,Paloma,Farias,20/12/1988,Brasilia,Vestido,2018-09-25,83,75,6225,Setembro,9
941,Izabel,Milagre,01/07/1993,Brasilia,Vestido,2018-09-19,95,85,8075,Setembro,9
942,Jucelia,Bailly,14/05/1985,Brasilia,Sapato,2018-09-19,61,85,5185,Setembro,9
943,Paloma,Farias,03/06/1985,Porto Alegre,Jaqueta,2018-09-19,54,55,2970,Setembro,9
944,Patricia,Camara,26/12/1993,Salvador,Pulseira,2018-09-19,22,110,2420,Setembro,9
945,Maryanna,Correa,03/11/1986,Fortaleza,Vestido,2018-09-19,4,110,440,Setembro,9
894,Emanuella,Fialho,24/08/1993,Sao Paulo,Camiseta,2018-09-09,111,110,12210,Setembro,9
919,Breno,Amaral,18/04/1991,Curitiba,Casaco,2018-09-14,86,150,12900,Setembro,9
987,Joyce,Ribas,13/06/1989,Salvador,Vestido,2018-09-29,126,200,25200,Setembro,9
921,Iago,Bensdorp,06/04/1985,Curitiba,Pulseira,2018-09-15,136,230,31280,Setembro,9
925,Maryanna,Correa,24/10/1985,Rio de Janeiro,Vestido,2018-09-15,110,75,8250,Setembro,9
954,Eduarda,Figueiredo,21/06/1985,Salvador,Sapato,2018-09-21,106,55,5830,Setembro,9
955,Iago,Bensdorp,13/04/1987,Brasilia,Saia,2018-09-21,92,55,5060,Setembro,9
956,Juliane,Felipi,11/12/1987,Brasilia,Sapato,2018-09-21,11,190,2090,Setembro,9
957,Paloma,Farias,25/06/1988,Porto Alegre,Sapato,2018-09-21,6,150,900,Setembro,9
924,Eduarda,Figueiredo,13/03/1989,Salvador,Chinelo,2018-09-15,115,200,23000,Setembro,9
951,Jucelia,Bailly,09/09/1985,Rio de Janeiro,Chinelo,2018-09-21,80,200,16000,Setembro,9
950,Tayna,Coimbra,10/08/1987,Fortaleza,Saia,2018-09-21,114,200,22800,Setembro,9
930,Eduarda,Figueiredo,31/05/1992,Fortaleza,Tenis,2018-09-16,12,55,660,Setembro,9
965,Izabel,Milagre,18/03/1993,Rio de Janeiro,Casaco,2018-09-23,70,110,7700,Setembro,9
967,Jucelia,Bailly,08/06/1987,Fortaleza,Casaco,2018-09-23,31,190,5890,Setembro,9
968,Breno,Amaral,22/08/1988,Rio de Janeiro,Vestido,2018-09-23,1,85,85,Setembro,9
934,Eduarda,Figueiredo,07/09/1990,Brasilia,Camiseta,2018-09-17,23,55,1265,Setembro,9
933,Elizeu,Barros,20/01/1990,Sao Paulo,Short,2018-09-17,137,25,3425,Setembro,9
932,Juliane,Felipi,11/05/1990,Sao Paulo,Vestido,2018-09-17,69,300,20700,Setembro,9
990,Patricia,Camara,13/03/1985,Brasilia,Sapato,2018-09-29,81,30,2430,Setembro,9
989,Emanuella,Fialho,28/12/1991,Curitiba,Camiseta,2018-09-29,123,30,3690,Setembro,9
966,Paloma,Farias,01/05/1989,Curitiba,Saia,2018-09-23,109,55,5995,Setembro,9
931,Juliane,Felipi,05/07/1993,Curitiba,Bermuda,2018-09-16,18,25,450,Setembro,9
952,Jucelia,Bailly,09/09/1992,Rio de Janeiro,Camiseta,2018-09-21,136,110,14960,Setembro,9
983,Paloma,Farias,02/11/1988,Rio de Janeiro,Sandalia,2018-09-28,99,300,29700,Setembro,9
959,NatÃ¡lia,Huon,23/11/1986,Porto Alegre,Casaco,2018-09-22,128,300,38400,Setembro,9
964,Eduarda,Figueiredo,07/08/1989,Fortaleza,Camiseta,2018-09-22,2,230,460,Setembro,9
962,Patricia,Camara,18/01/1986,Fortaleza,Sapato,2018-09-22,31,230,7130,Setembro,9
961,Eduarda,Figueiredo,08/08/1991,Salvador,Camiseta,2018-09-22,79,110,8690,Setembro,9
960,Juliane,Felipi,03/02/1993,Brasilia,Sapato,2018-09-22,92,250,23000,Setembro,9
963,Emanuella,Fialho,21/08/1985,Curitiba,Sapato,2018-09-22,27,200,5400,Setembro,9
996,Joyce,Ribas,25/12/1985,Curitiba,Short,2018-09-30,34,110,3740,Setembro,9
991,Andrew,Carvalhal,23/07/1985,Salvador,Tenis,2018-09-30,141,300,42300,Setembro,9
997,Andrew,Carvalhal,05/01/1989,Curitiba,Bermuda,2018-09-30,66,55,3630,Setembro,9
992,Paloma,Farias,19/03/1992,Salvador,Sapato,2018-09-30,132,230,30360,Setembro,9
995,Andrew,Carvalhal,04/01/1986,Fortaleza,Sapato,2018-09-30,64,150,9600,Setembro,9
994,Maryanna,Correa,20/01/1987,Porto Alegre,Chinelo,2018-09-30,43,230,9890,Setembro,9
993,Elizeu,Barros,21/02/1991,Sao Paulo,Vestido,2018-09-30,53,250,13250,Setembro,9
953,Maryanna,Correa,06/07/1986,Fortaleza,Camiseta,2018-09-21,62,150,9300,Setembro,9
986,Izabel,Milagre,09/06/1985,Rio de Janeiro,Pulseira,2018-09-28,7,85,595,Setembro,9
984,Maryanna,Correa,23/12/1985,Brasilia,Vestido,2018-09-28,68,190,12920,Setembro,9
985,Patricia,Camara,03/03/1988,Rio de Janeiro,Casaco,2018-09-28,37,30,1110,Setembro,9
938,NatÃ¡lia,Huon,19/04/1989,Curitiba,Vestido,2018-09-18,4,230,920,Setembro,9
935,Andrew,Carvalhal,25/08/1992,Fortaleza,Sandalia,2018-09-18,73,75,5475,Setembro,9
958,Andrew,Carvalhal,10/04/1987,Rio de Janeiro,Saia,2018-09-21,11,25,275,Setembro,9
927,Patricia,Camara,12/02/1992,Porto Alegre,Vestido,2018-09-15,104,25,2600,Setembro,9
926,Breno,Amaral,09/06/1993,Curitiba,Vestido,2018-09-15,78,55,4290,Setembro,9
920,Iago,Bensdorp,01/12/1990,Rio de Janeiro,Vestido,2018-09-15,149,300,44700,Setembro,9
969,Jucelia,Bailly,02/11/1992,Sao Paulo,Vestido,2018-09-24,59,150,8850,Setembro,9
970,Patricia,Camara,18/01/1990,Brasilia,Sapato,2018-09-24,39,110,4290,Setembro,9
916,Andrew,Carvalhal,09/03/1986,Rio de Janeiro,Vestido,2018-09-13,50,25,1250,Setembro,9
937,Izabel,Milagre,30/05/1986,Salvador,Vestido,2018-09-18,73,30,2190,Setembro,9
936,Maryanna,Correa,04/08/1988,Rio de Janeiro,Sandalia,2018-09-18,89,55,4895,Setembro,9
988,Izabel,Milagre,26/05/1991,Porto Alegre,Vestido,2018-09-29,90,200,18000,Setembro,9
898,Paloma,Farias,25/06/1992,Curitiba,Chinelo,2018-10-09,107,110,11770,Outubro,10
901,Eduarda,Figueiredo,21/07/1986,Fortaleza,Jaqueta,2018-10-09,139,30,4170,Outubro,10
900,Elizeu,Barros,18/12/1991,Porto Alegre,Casaco,2018-10-09,41,200,8200,Outubro,10
33,Izabel,Milagre,18/06/1988,Brasilia,Vestido,2018-10-01,79,85,6715,Outubro,10
32,Joyce,Ribas,10/03/1989,Brasilia,Jaqueta,2018-10-01,115,190,21850,Outubro,10
903,Tayna,Coimbra,22/02/1988,Porto Alegre,Saia,2018-10-09,2,110,220,Outubro,10
34,Jucelia,Bailly,14/02/1992,Rio de Janeiro,Vestido,2018-10-01,7,190,1330,Outubro,10
899,Joyce,Ribas,29/10/1990,Porto Alegre,Vestido,2018-10-09,62,150,9300,Outubro,10
1051,Paloma,Farias,23/12/1989,Salvador,Vestido,2018-10-11,2,200,400,Outubro,10
902,Maryanna,Correa,10/07/1993,Fortaleza,Casaco,2018-10-09,66,25,1650,Outubro,10
1049,Emanuella,Fialho,17/07/1986,Curitiba,Vestido,2018-10-11,144,85,12240,Outubro,10
1048,Joyce,Ribas,25/05/1986,Brasilia,Jaqueta,2018-10-11,122,110,13420,Outubro,10
226,Breno,Amaral,08/10/1989,Porto Alegre,Sapato,2018-10-03,83,150,12450,Outubro,10
1047,Iago,Bensdorp,09/08/1989,Curitiba,Saia,2018-10-11,140,300,42000,Outubro,10
1179,Emanuella,Fialho,10/08/1992,Brasilia,Sapato,2018-10-12,89,190,16910,Outubro,10
1183,Emanuella,Fialho,31/03/1988,Brasilia,Vestido,2018-10-12,91,25,2275,Outubro,10
1182,Juliane,Felipi,14/07/1986,Curitiba,Sapato,2018-10-12,86,30,2580,Outubro,10
1181,Emanuella,Fialho,24/02/1988,Brasilia,Saia,2018-10-12,123,30,3690,Outubro,10
1180,Breno,Amaral,16/05/1990,Rio de Janeiro,Camiseta,2018-10-12,122,110,13420,Outubro,10
1178,Andrew,Carvalhal,28/03/1986,Brasilia,Casaco,2018-10-12,121,230,27830,Outubro,10
1050,Andrew,Carvalhal,25/07/1985,Fortaleza,Vestido,2018-10-11,102,75,7650,Outubro,10
228,Breno,Amaral,09/02/1989,Sao Paulo,Tenis,2018-10-03,102,85,8670,Outubro,10
376,Izabel,Milagre,31/03/1990,Curitiba,Vestido,2018-10-04,87,75,6525,Outubro,10
375,Iago,Bensdorp,28/03/1990,Porto Alegre,Vestido,2018-10-04,69,250,17250,Outubro,10
1008,Elizeu,Barros,13/04/1990,Porto Alegre,Saia,2018-10-31,4,30,120,Outubro,10
1007,Tayna,Coimbra,28/08/1990,Fortaleza,Short,2018-10-31,50,30,1500,Outubro,10
1003,Jucelia,Bailly,12/01/1989,Porto Alegre,Casaco,2018-10-31,130,300,39000,Outubro,10
1006,Patricia,Camara,03/12/1990,Rio de Janeiro,Sapato,2018-10-31,105,30,3150,Outubro,10
1002,Patricia,Camara,22/04/1989,Sao Paulo,Casaco,2018-10-30,95,85,8075,Outubro,10
1005,Maryanna,Correa,05/02/1986,Salvador,Tenis,2018-10-31,59,55,3245,Outubro,10
1004,Paloma,Farias,29/10/1992,Brasilia,Sapato,2018-10-31,53,190,10070,Outubro,10
659,Jucelia,Bailly,07/11/1987,Rio de Janeiro,Vestido,2018-10-07,142,55,7810,Outubro,10
227,Breno,Amaral,06/04/1991,Sao Paulo,Short,2018-10-03,45,200,9000,Outubro,10
657,Breno,Amaral,24/09/1986,Curitiba,Short,2018-10-07,104,250,26000,Outubro,10
661,Patricia,Camara,03/03/1986,Rio de Janeiro,Chinelo,2018-10-07,54,55,2970,Outubro,10
660,Iago,Bensdorp,08/11/1992,Porto Alegre,Casaco,2018-10-07,54,110,5940,Outubro,10
523,Emanuella,Fialho,14/12/1990,Curitiba,Casaco,2018-10-06,35,110,3850,Outubro,10
522,Elizeu,Barros,17/12/1987,Rio de Janeiro,Vestido,2018-10-06,87,55,4785,Outubro,10
524,Izabel,Milagre,12/08/1988,Rio de Janeiro,Vestido,2018-10-06,10,230,2300,Outubro,10
525,Juliane,Felipi,11/02/1990,Salvador,Vestido,2018-10-06,27,85,2295,Outubro,10
521,Breno,Amaral,04/09/1988,Salvador,Camiseta,2018-10-06,129,250,32250,Outubro,10
526,Eduarda,Figueiredo,12/11/1992,Curitiba,Sapato,2018-10-06,1,230,230,Outubro,10
377,Emanuella,Fialho,08/11/1985,Fortaleza,Sapato,2018-10-04,4,150,600,Outubro,10
658,Andrew,Carvalhal,08/03/1990,Fortaleza,Camiseta,2018-10-07,51,190,9690,Outubro,10
1071,Iago,Bensdorp,22/05/1992,Brasilia,Casaco,2018-11-15,81,75,6075,Novembro,11
1086,Jucelia,Bailly,09/07/1991,Fortaleza,Tenis,2018-11-19,72,85,6120,Novembro,11
1088,Emanuella,Fialho,27/09/1992,Rio de Janeiro,Casaco,2018-11-19,48,55,2640,Novembro,11
1075,Elizeu,Barros,25/06/1992,Rio de Janeiro,Vestido,2018-11-16,149,75,11175,Novembro,11
1076,Emanuella,Fialho,02/07/1985,Sao Paulo,Vestido,2018-11-16,16,300,4800,Novembro,11
1129,Maryanna,Correa,03/01/1991,Porto Alegre,Casaco,2018-11-27,89,55,4895,Novembro,11
1078,Joyce,Ribas,03/04/1989,Porto Alegre,Camiseta,2018-11-16,123,30,3690,Novembro,11
1130,Breno,Amaral,27/01/1987,Curitiba,Vestido,2018-11-27,30,85,2550,Novembro,11
1070,Eduarda,Figueiredo,17/10/1985,Salvador,Sandalia,2018-11-15,144,150,21600,Novembro,11
1069,Andrew,Carvalhal,21/07/1988,Salvador,Vestido,2018-11-15,97,300,29100,Novembro,11
1072,Izabel,Milagre,07/08/1989,Porto Alegre,Casaco,2018-11-15,22,85,1870,Novembro,11
